"step","io_out_8_bits_score","io_out_8_bits_x","io_out_8_bits_y"
"34","1","0","8"
"38","0","1","8"
"42","1","2","8"
"46","0","3","8"
"50","0","4","8"
"54","0","5","8"
"58","0","6","8"
"62","0","7","8"
"66","0","8","8"
"70","0","9","8"
"74","2","10","8"
"78","1","11","8"
"82","2","12","8"
"86","2","13","8"
"90","0","14","8"
"94","1","15","8"
"98","0","16","8"
"102","0","17","8"
"106","0","18","8"
"110","3","19","8"
"114","2","20","8"
