"step","io_out_12_bits_score","io_out_12_bits_x","io_out_12_bits_y"
"50","0","0","12"
"54","0","1","12"
"58","0","2","12"
"62","0","3","12"
"66","1","4","12"
"70","0","5","12"
"74","1","6","12"
"78","0","7","12"
"82","0","8","12"
"86","0","9","12"
"90","0","10","12"
"94","1","11","12"
"98","1","12","12"
"102","0","13","12"
"106","0","14","12"
"110","0","15","12"
"114","1","16","12"
"118","0","17","12"
"122","0","18","12"
"126","1","19","12"
"130","1","20","12"
