"step","io_out_11_bits_score","io_out_11_bits_x","io_out_11_bits_y"
"46","1","0","11"
"50","0","1","11"
"54","0","2","11"
"58","1","3","11"
"62","0","4","11"
"66","0","5","11"
"70","0","6","11"
"74","0","7","11"
"78","0","8","11"
"82","0","9","11"
"86","1","10","11"
"90","1","11","11"
"94","1","12","11"
"98","0","13","11"
"102","1","14","11"
"106","1","15","11"
"110","0","16","11"
"114","1","17","11"
"118","0","18","11"
"122","2","19","11"
"126","1","20","11"
