"step","io_out_10_bits_score","io_out_10_bits_x","io_out_10_bits_y"
"42","0","0","10"
"46","1","1","10"
"50","0","2","10"
"54","0","3","10"
"58","1","4","10"
"62","0","5","10"
"66","0","6","10"
"70","0","7","10"
"74","0","8","10"
"78","0","9","10"
"82","0","10","10"
"86","0","11","10"
"90","0","12","10"
"94","0","13","10"
"98","0","14","10"
"102","0","15","10"
"106","0","16","10"
"110","1","17","10"
"114","1","18","10"
"118","2","19","10"
"122","2","20","10"
