"step","io_out_13_bits_score","io_out_13_bits_x","io_out_13_bits_y"
"54","0","0","13"
"58","1","1","13"
"62","0","2","13"
"66","1","3","13"
"70","0","4","13"
"74","2","5","13"
"78","0","6","13"
"82","2","7","13"
"86","0","8","13"
"90","0","9","13"
"94","0","10","13"
"98","0","11","13"
"102","0","12","13"
"106","0","13","13"
"110","1","14","13"
"114","0","15","13"
"118","1","16","13"
"122","0","17","13"
"126","0","18","13"
"130","0","19","13"
"134","0","20","13"
