"step","io_out_4_bits_score","io_out_4_bits_x","io_out_4_bits_y"
"18","1","0","4"
"22","1","1","4"
"26","1","2","4"
"30","2","3","4"
"34","0","4","4"
"38","0","5","4"
"42","0","6","4"
"46","0","7","4"
"50","0","8","4"
"54","1","9","4"
"58","1","10","4"
"62","1","11","4"
"66","1","12","4"
"70","2","13","4"
"74","0","14","4"
"78","0","15","4"
"82","0","16","4"
"86","0","17","4"
"90","0","18","4"
"94","0","19","4"
"98","0","20","4"
