"step","io_out_14_bits_score","io_out_14_bits_x","io_out_14_bits_y"
"58","0","0","14"
"62","0","1","14"
"66","0","2","14"
"70","0","3","14"
"74","0","4","14"
"78","0","5","14"
"82","0","6","14"
"86","0","7","14"
"90","0","8","14"
"94","0","9","14"
"98","0","10","14"
"102","0","11","14"
"106","1","12","14"
"110","3","13","14"
"114","2","14","14"
"118","0","15","14"
"122","0","16","14"
"126","0","17","14"
"130","1","18","14"
"134","2","19","14"
"138","2","20","14"
