"step","io_out_3_bits_score","io_out_3_bits_x","io_out_3_bits_y"
"14","0","0","3"
"18","0","1","3"
"22","1","2","3"
"26","0","3","3"
"30","1","4","3"
"34","0","5","3"
"38","1","6","3"
"42","1","7","3"
"46","0","8","3"
"50","0","9","3"
"54","0","10","3"
"58","0","11","3"
"62","0","12","3"
"66","2","13","3"
"70","0","14","3"
"74","1","15","3"
"78","0","16","3"
"82","0","17","3"
"86","2","18","3"
"90","0","19","3"
"94","1","20","3"
