"step","io_out_6_bits_score","io_out_6_bits_x","io_out_6_bits_y"
"26","0","0","6"
"30","0","1","6"
"34","0","2","6"
"38","0","3","6"
"42","0","4","6"
"46","3","5","6"
"50","1","6","6"
"54","0","7","6"
"58","0","8","6"
"62","0","9","6"
"66","1","10","6"
"70","2","11","6"
"74","3","12","6"
"78","1","13","6"
"82","1","14","6"
"86","0","15","6"
"90","0","16","6"
"94","0","17","6"
"98","1","18","6"
"102","0","19","6"
"106","0","20","6"
