"step","io_out_11_bits_score","io_out_11_bits_x","io_out_11_bits_y"
"13","1","0","11"
"16","0","1","11"
"19","1","2","11"
"22","1","3","11"
"25","0","4","11"
"28","0","5","11"
"31","0","6","11"
"34","0","7","11"
"37","1","8","11"
"40","1","9","11"
"43","0","10","11"
"46","0","11","11"
"49","0","12","11"
"52","0","13","11"
"55","1","14","11"
"58","4","15","11"
"61","2","16","11"
"64","0","17","11"
"67","3","18","11"
"70","6","19","11"
"73","4","20","11"
