"step","io_out_1_bits_score","io_out_1_bits_x","io_out_1_bits_y"
"3","0","0","1"
"6","1","1","1"
"9","0","2","1"
"12","0","3","1"
"15","0","4","1"
"18","0","5","1"
"21","1","6","1"
"24","2","7","1"
"27","0","8","1"
"30","0","9","1"
"33","0","10","1"
"36","0","11","1"
"39","0","12","1"
"42","1","13","1"
"45","0","14","1"
"48","0","15","1"
"51","0","16","1"
"54","1","17","1"
"57","0","18","1"
"60","0","19","1"
"63","0","20","1"
