"step","io_out_14_bits_score","io_out_14_bits_x","io_out_14_bits_y"
"16","0","0","14"
"19","1","1","14"
"22","0","2","14"
"25","0","3","14"
"28","1","4","14"
"31","2","5","14"
"34","2","6","14"
"37","1","7","14"
"40","0","8","14"
"43","0","9","14"
"46","1","10","14"
"49","2","11","14"
"52","0","12","14"
"55","2","13","14"
"58","0","14","14"
"61","0","15","14"
"64","1","16","14"
"67","4","17","14"
"70","2","18","14"
"73","0","19","14"
"76","3","20","14"
