"step","io_out_3_bits_score","io_out_3_bits_x","io_out_3_bits_y"
"5","0","0","3"
"8","1","1","3"
"11","0","2","3"
"14","0","3","3"
"17","0","4","3"
"20","1","5","3"
"23","0","6","3"
"26","0","7","3"
"29","1","8","3"
"32","0","9","3"
"35","0","10","3"
"38","0","11","3"
"41","1","12","3"
"44","2","13","3"
"47","1","14","3"
"50","0","15","3"
"53","0","16","3"
"56","0","17","3"
"59","0","18","3"
"62","0","19","3"
"65","0","20","3"
