"step","io_out_7_bits_score","io_out_7_bits_x","io_out_7_bits_y"
"9","0","0","7"
"12","0","1","7"
"15","1","2","7"
"18","0","3","7"
"21","0","4","7"
"24","0","5","7"
"27","1","6","7"
"30","0","7","7"
"33","0","8","7"
"36","0","9","7"
"39","0","10","7"
"42","0","11","7"
"45","0","12","7"
"48","1","13","7"
"51","0","14","7"
"54","0","15","7"
"57","1","16","7"
"60","0","17","7"
"63","0","18","7"
"66","0","19","7"
"69","0","20","7"
