"step","io_out_11_bits_score","io_out_11_bits_x","io_out_11_bits_y"
"13","0","0","11"
"16","0","1","11"
"19","0","2","11"
"22","0","3","11"
"25","0","4","11"
"28","0","5","11"
"31","0","6","11"
"34","0","7","11"
"37","0","8","11"
"40","1","9","11"
"43","0","10","11"
"46","0","11","11"
"49","0","12","11"
"52","0","13","11"
"55","0","14","11"
"58","0","15","11"
"61","3","16","11"
"64","1","17","11"
"67","2","18","11"
"70","2","19","11"
"73","1","20","11"
