"step","io_out_14_bits_score","io_out_14_bits_x","io_out_14_bits_y"
"16","1","0","14"
"19","0","1","14"
"22","0","2","14"
"25","0","3","14"
"28","0","4","14"
"31","0","5","14"
"34","0","6","14"
"37","2","7","14"
"40","0","8","14"
"43","0","9","14"
"46","1","10","14"
"49","1","11","14"
"52","1","12","14"
"55","0","13","14"
"58","2","14","14"
"61","1","15","14"
"64","0","16","14"
"67","0","17","14"
"70","0","18","14"
"73","0","19","14"
"76","1","20","14"
