"step","io_out_7_bits_score","io_out_7_bits_x","io_out_7_bits_y"
"9","0","0","7"
"12","0","1","7"
"15","0","2","7"
"18","1","3","7"
"21","0","4","7"
"24","1","5","7"
"27","1","6","7"
"30","0","7","7"
"33","1","8","7"
"36","0","9","7"
"39","2","10","7"
"42","0","11","7"
"45","0","12","7"
"48","1","13","7"
"51","0","14","7"
"54","2","15","7"
"57","0","16","7"
"60","0","17","7"
"63","0","18","7"
"66","1","19","7"
"69","0","20","7"
