"step","io_out_10_bits_score","io_out_10_bits_x","io_out_10_bits_y"
"12","0","0","10"
"15","0","1","10"
"18","1","2","10"
"21","0","3","10"
"24","1","4","10"
"27","0","5","10"
"30","0","6","10"
"33","0","7","10"
"36","2","8","10"
"39","1","9","10"
"42","0","10","10"
"45","1","11","10"
"48","0","12","10"
"51","0","13","10"
"54","1","14","10"
"57","2","15","10"
"60","0","16","10"
"63","3","17","10"
"66","1","18","10"
"69","0","19","10"
"72","0","20","10"
