"step","io_out_4_bits_score","io_out_4_bits_x","io_out_4_bits_y"
"6","0","0","4"
"9","0","1","4"
"12","0","2","4"
"15","0","3","4"
"18","0","4","4"
"21","0","5","4"
"24","0","6","4"
"27","0","7","4"
"30","0","8","4"
"33","2","9","4"
"36","0","10","4"
"39","0","11","4"
"42","0","12","4"
"45","0","13","4"
"48","1","14","4"
"51","0","15","4"
"54","1","16","4"
"57","0","17","4"
"60","0","18","4"
"63","1","19","4"
"66","1","20","4"
