"step","io_out_13_bits_score","io_out_13_bits_x","io_out_13_bits_y"
"15","0","0","13"
"18","0","1","13"
"21","0","2","13"
"24","1","3","13"
"27","0","4","13"
"30","1","5","13"
"33","2","6","13"
"36","0","7","13"
"39","1","8","13"
"42","0","9","13"
"45","1","10","13"
"48","1","11","13"
"51","0","12","13"
"54","0","13","13"
"57","0","14","13"
"60","1","15","13"
"63","2","16","13"
"66","0","17","13"
"69","0","18","13"
"72","1","19","13"
"75","0","20","13"
