"step","io_out_3_bits_score","io_out_3_bits_x","io_out_3_bits_y"
"5","0","0","3"
"8","0","1","3"
"11","1","2","3"
"14","1","3","3"
"17","1","4","3"
"20","0","5","3"
"23","0","6","3"
"26","0","7","3"
"29","0","8","3"
"32","0","9","3"
"35","0","10","3"
"38","1","11","3"
"41","3","12","3"
"44","1","13","3"
"47","1","14","3"
"50","0","15","3"
"53","0","16","3"
"56","0","17","3"
"59","1","18","3"
"62","1","19","3"
"65","1","20","3"
