"step","io_out_5_bits_score","io_out_5_bits_x","io_out_5_bits_y"
"7","0","0","5"
"10","1","1","5"
"13","0","2","5"
"16","0","3","5"
"19","1","4","5"
"22","0","5","5"
"25","0","6","5"
"28","1","7","5"
"31","0","8","5"
"34","0","9","5"
"37","0","10","5"
"40","1","11","5"
"43","0","12","5"
"46","0","13","5"
"49","0","14","5"
"52","0","15","5"
"55","0","16","5"
"58","1","17","5"
"61","0","18","5"
"64","0","19","5"
"67","1","20","5"
