"step","io_out_6_bits_score","io_out_6_bits_x","io_out_6_bits_y"
"8","0","0","6"
"11","0","1","6"
"14","1","2","6"
"17","0","3","6"
"20","0","4","6"
"23","0","5","6"
"26","1","6","6"
"29","0","7","6"
"32","0","8","6"
"35","0","9","6"
"38","0","10","6"
"41","0","11","6"
"44","0","12","6"
"47","1","13","6"
"50","0","14","6"
"53","0","15","6"
"56","1","16","6"
"59","0","17","6"
"62","0","18","6"
"65","0","19","6"
"68","0","20","6"
