"step","io_out_10_bits_score","io_out_10_bits_x","io_out_10_bits_y"
"12","0","0","10"
"15","0","1","10"
"18","0","2","10"
"21","0","3","10"
"24","0","4","10"
"27","0","5","10"
"30","0","6","10"
"33","0","7","10"
"36","0","8","10"
"39","1","9","10"
"42","0","10","10"
"45","0","11","10"
"48","0","12","10"
"51","0","13","10"
"54","0","14","10"
"57","0","15","10"
"60","0","16","10"
"63","0","17","10"
"66","1","18","10"
"69","2","19","10"
"72","0","20","10"
