"step","io_out_9_bits_score","io_out_9_bits_x","io_out_9_bits_y"
"11","0","0","9"
"14","0","1","9"
"17","0","2","9"
"20","1","3","9"
"23","1","4","9"
"26","0","5","9"
"29","0","6","9"
"32","1","7","9"
"35","0","8","9"
"38","1","9","9"
"41","0","10","9"
"44","0","11","9"
"47","0","12","9"
"50","0","13","9"
"53","1","14","9"
"56","2","15","9"
"59","2","16","9"
"62","0","17","9"
"65","0","18","9"
"68","2","19","9"
"71","1","20","9"
