"step","io_out_14_bits_score","io_out_14_bits_x","io_out_14_bits_y"
"16","0","0","14"
"19","0","1","14"
"22","1","2","14"
"25","2","3","14"
"28","0","4","14"
"31","0","5","14"
"34","2","6","14"
"37","2","7","14"
"40","0","8","14"
"43","0","9","14"
"46","0","10","14"
"49","0","11","14"
"52","0","12","14"
"55","1","13","14"
"58","0","14","14"
"61","0","15","14"
"64","0","16","14"
"67","0","17","14"
"70","1","18","14"
"73","0","19","14"
"76","0","20","14"
