"step","io_out_13_bits_score","io_out_13_bits_x","io_out_13_bits_y"
"15","0","0","13"
"18","0","1","13"
"21","0","2","13"
"24","0","3","13"
"27","0","4","13"
"30","0","5","13"
"33","0","6","13"
"36","1","7","13"
"39","0","8","13"
"42","0","9","13"
"45","0","10","13"
"48","0","11","13"
"51","2","12","13"
"54","1","13","13"
"57","1","14","13"
"60","0","15","13"
"63","0","16","13"
"66","0","17","13"
"69","1","18","13"
"72","1","19","13"
"75","1","20","13"
