"step","io_out_12_bits_score","io_out_12_bits_x","io_out_12_bits_y"
"14","0","0","12"
"17","0","1","12"
"20","0","2","12"
"23","1","3","12"
"26","0","4","12"
"29","1","5","12"
"32","1","6","12"
"35","0","7","12"
"38","1","8","12"
"41","0","9","12"
"44","2","10","12"
"47","0","11","12"
"50","0","12","12"
"53","0","13","12"
"56","0","14","12"
"59","3","15","12"
"62","1","16","12"
"65","0","17","12"
"68","0","18","12"
"71","1","19","12"
"74","0","20","12"
