"step","io_out_6_bits_score","io_out_6_bits_x","io_out_6_bits_y"
"8","1","0","6"
"11","0","1","6"
"14","0","2","6"
"17","1","3","6"
"20","0","4","6"
"23","0","5","6"
"26","0","6","6"
"29","0","7","6"
"32","0","8","6"
"35","0","9","6"
"38","2","10","6"
"41","1","11","6"
"44","1","12","6"
"47","0","13","6"
"50","1","14","6"
"53","2","15","6"
"56","1","16","6"
"59","3","17","6"
"62","1","18","6"
"65","1","19","6"
"68","2","20","6"
