"step","io_out_4_bits_score","io_out_4_bits_x","io_out_4_bits_y"
"6","1","0","4"
"9","0","1","4"
"12","1","2","4"
"15","0","3","4"
"18","0","4","4"
"21","0","5","4"
"24","0","6","4"
"27","1","7","4"
"30","0","8","4"
"33","1","9","4"
"36","1","10","4"
"39","1","11","4"
"42","2","12","4"
"45","0","13","4"
"48","1","14","4"
"51","1","15","4"
"54","0","16","4"
"57","0","17","4"
"60","0","18","4"
"63","0","19","4"
"66","1","20","4"
