"step","io_out_2_bits_score","io_out_2_bits_x","io_out_2_bits_y"
"4","1","0","2"
"7","0","1","2"
"10","0","2","2"
"13","0","3","2"
"16","0","4","2"
"19","0","5","2"
"22","0","6","2"
"25","1","7","2"
"28","0","8","2"
"31","0","9","2"
"34","2","10","2"
"37","1","11","2"
"40","1","12","2"
"43","0","13","2"
"46","1","14","2"
"49","1","15","2"
"52","0","16","2"
"55","0","17","2"
"58","0","18","2"
"61","0","19","2"
"64","3","20","2"
