"step","io_out_13_bits_score","io_out_13_bits_x","io_out_13_bits_y"
"15","1","0","13"
"18","0","1","13"
"21","1","2","13"
"24","2","3","13"
"27","0","4","13"
"30","0","5","13"
"33","1","6","13"
"36","2","7","13"
"39","0","8","13"
"42","0","9","13"
"45","0","10","13"
"48","0","11","13"
"51","0","12","13"
"54","0","13","13"
"57","1","14","13"
"60","2","15","13"
"63","0","16","13"
"66","2","17","13"
"69","5","18","13"
"72","3","19","13"
"75","1","20","13"
